"Customer_ID","Name","Surname","Gender","Age","Region","Job_Classification","Date_Joined","Balance"
"100000065","Sophia","Johnson","Male","32","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","24735.172981050997"
"100000066","Emma","Smith","Male","31","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","26231.360943745265"
"100000067","Olivia","Miller","Male","44","Los Angeles","Business Analyst","Tue Jul 04 21:03:16 IST 2023","16998.080123190746"
"100000068","Emma","Miller","Female","62","Houston","Project Manager","Tue Jul 04 21:03:16 IST 2023","63794.91432647554"
"100000069","Sophia","Smith","Female","33","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","45238.78960928452"
"100000070","Sophia","Smith","Female","51","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","77160.52146154796"
"100000071","William","Johnson","Female","37","Chicago","Data Analyst","Tue Jul 04 21:03:16 IST 2023","70378.32931086174"
"100000072","John","Miller","Female","40","Miami","Data Analyst","Tue Jul 04 21:03:16 IST 2023","35103.74755466631"
"100000073","Emma","Davis","Female","61","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","61690.47632289335"
"100000074","Sophia","Miller","Female","32","Miami","Project Manager","Tue Jul 04 21:03:16 IST 2023","87025.57828759965"
"100000075","William","Wilson","Female","59","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","45545.034174151995"
"100000076","William","Wilson","Female","58","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","11632.07524796887"
"100000077","Olivia","Davis","Male","57","Houston","Software Engineer","Tue Jul 04 21:03:16 IST 2023","40026.77580624657"
"100000078","Sophia","Davis","Female","29","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","8839.296997367477"
"100000079","Michael","Davis","Male","58","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","73816.77907552499"
"100000080","Sophia","Johnson","Male","23","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","75665.22378052461"
"100000081","Michael","Brown","Female","30","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","17472.871574337718"
"100000082","Michael","Brown","Female","31","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","82620.39916836709"
"100000083","Michael","Smith","Female","58","Miami","Business Analyst","Tue Jul 04 21:03:16 IST 2023","68995.90341217362"
"100000084","Olivia","Wilson","Female","39","Seattle","Business Analyst","Tue Jul 04 21:03:16 IST 2023","18859.015573576424"
"100000085","Emma","Davis","Female","60","Seattle","Data Analyst","Tue Jul 04 21:03:16 IST 2023","87318.5625403382"
"100000086","William","Smith","Male","54","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","97102.13996652554"
"100000087","William","Wilson","Female","56","New York","Data Analyst","Tue Jul 04 21:03:16 IST 2023","51103.46084958297"
"100000088","Michael","Miller","Male","19","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","38094.839922527746"
"100000089","Michael","Wilson","Male","43","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","83987.19751067388"
"100000090","Sophia","Johnson","Male","43","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","47108.87018551603"
"100000091","John","Brown","Male","58","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","96157.1329505599"
"100000092","Michael","Wilson","Female","70","Miami","UX Designer","Tue Jul 04 21:03:16 IST 2023","79752.69979448739"
"100000093","Sophia","Johnson","Male","30","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","7897.582146951816"
"100000094","Emma","Miller","Male","44","Seattle","Business Analyst","Tue Jul 04 21:03:16 IST 2023","58100.55692280236"
"100000095","Olivia","Brown","Male","52","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","60492.13629292602"
"100000096","Sophia","Johnson","Male","60","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","59902.21910654295"
"100000097","William","Smith","Male","69","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","51618.86060755945"
"100000098","Emma","Johnson","Female","26","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","23385.285758225513"
"100000099","William","Johnson","Male","32","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","20125.064804883154"
"100000100","Sophia","Brown","Female","36","Miami","Project Manager","Tue Jul 04 21:03:16 IST 2023","19911.617123230226"
"100000101","John","Miller","Female","32","Los Angeles","Data Analyst","Tue Jul 04 21:03:16 IST 2023","78818.35932960958"
"100000102","Emma","Smith","Male","25","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","92499.70976758027"
"100000103","Emma","Johnson","Male","46","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","88660.74034119175"
"100000104","Sophia","Davis","Male","43","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","68974.65956209583"
"100000105","Olivia","Smith","Male","53","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","90502.39958969784"
"100000106","Sophia","Johnson","Male","45","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","80257.49626609827"
"100000107","Olivia","Miller","Male","44","Houston","Software Engineer","Tue Jul 04 21:03:16 IST 2023","59241.9940513768"
"100000108","Michael","Johnson","Male","43","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","64055.56944238099"
"100000109","Olivia","Johnson","Male","26","Miami","Business Analyst","Tue Jul 04 21:03:16 IST 2023","45050.081056295654"
"100000110","Emma","Brown","Female","48","Houston","UX Designer","Tue Jul 04 21:03:16 IST 2023","23965.714486061603"
"100000111","Michael","Smith","Male","26","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","9042.442711812266"
"100000112","William","Davis","Male","53","Los Angeles","UX Designer","Tue Jul 04 21:03:16 IST 2023","66751.92054265829"
"100000113","Sophia","Smith","Female","67","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","71540.03264574076"
"100000114","Sophia","Miller","Female","18","Seattle","Business Analyst","Tue Jul 04 21:03:16 IST 2023","57309.21360824774"
"100000115","William","Smith","Female","30","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","34802.22535413206"
"100000116","Michael","Brown","Male","19","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","42575.481750299936"
"100000117","Emma","Brown","Female","68","Seattle","Business Analyst","Tue Jul 04 21:03:16 IST 2023","36870.13584507821"
"100000118","William","Johnson","Female","29","Chicago","Data Analyst","Tue Jul 04 21:03:16 IST 2023","46402.952054009875"
"100000119","Emma","Miller","Male","57","Houston","Software Engineer","Tue Jul 04 21:03:16 IST 2023","59906.69650193058"
"100000120","William","Davis","Female","38","Los Angeles","Business Analyst","Tue Jul 04 21:03:16 IST 2023","40151.04401989901"
"100000121","Michael","Miller","Male","21","Miami","Project Manager","Tue Jul 04 21:03:16 IST 2023","1170.2109128540824"
"100000122","William","Miller","Female","18","Houston","UX Designer","Tue Jul 04 21:03:16 IST 2023","27512.312705543798"
"100000123","William","Miller","Male","61","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","59508.119534593825"
"100000124","Emma","Johnson","Male","63","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","8833.208550026822"
"100000125","John","Miller","Male","62","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","27007.67702197447"
"100000126","William","Smith","Female","69","Los Angeles","Data Analyst","Tue Jul 04 21:03:16 IST 2023","10941.369386789967"
"100000127","Olivia","Smith","Male","46","Seattle","Project Manager","Tue Jul 04 21:03:16 IST 2023","60190.29010555063"
"100000128","Olivia","Brown","Female","28","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","96241.15019286856"
"100000129","Sophia","Wilson","Female","46","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","84886.17823094733"
"100000130","Sophia","Wilson","Male","42","Seattle","Data Analyst","Tue Jul 04 21:03:16 IST 2023","91589.13779730732"
"100000131","Olivia","Davis","Female","26","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","62676.15821243969"
"100000132","Emma","Wilson","Female","60","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","89211.3391317651"
"100000133","Sophia","Smith","Female","57","Houston","UX Designer","Tue Jul 04 21:03:16 IST 2023","5537.178971544592"
"100000134","Olivia","Miller","Male","63","Miami","Business Analyst","Tue Jul 04 21:03:16 IST 2023","24673.783607642035"
"100000135","William","Wilson","Female","65","Houston","Business Analyst","Tue Jul 04 21:03:16 IST 2023","36078.40687556586"
"100000136","Emma","Wilson","Male","21","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","27668.24516770786"
"100000137","Michael","Brown","Female","38","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","23504.525364847126"
"100000138","Olivia","Davis","Female","51","Chicago","Business Analyst","Tue Jul 04 21:03:16 IST 2023","98124.8076315933"
"100000139","Michael","Johnson","Female","37","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","33192.99701354309"
"100000140","Sophia","Brown","Female","52","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","60912.99732330998"
"100000141","William","Brown","Male","32","Chicago","Data Analyst","Tue Jul 04 21:03:16 IST 2023","80521.98490499973"
"100000142","Michael","Smith","Male","64","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","84143.19111040393"
"100000143","Michael","Smith","Female","44","Los Angeles","Data Analyst","Tue Jul 04 21:03:16 IST 2023","80335.68515459145"
"100000144","Sophia","Wilson","Male","19","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","90830.02310530057"
"100000145","Emma","Miller","Female","27","Houston","Software Engineer","Tue Jul 04 21:03:16 IST 2023","17183.74016962941"
"100000146","John","Johnson","Female","47","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","81429.51807384797"
"100000147","John","Davis","Male","51","Los Angeles","Business Analyst","Tue Jul 04 21:03:16 IST 2023","89221.5102954504"
"100000148","Sophia","Johnson","Male","55","Miami","Data Analyst","Tue Jul 04 21:03:16 IST 2023","43511.64898535504"
"100000149","Emma","Davis","Male","24","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","9407.865323618396"
"100000150","Sophia","Miller","Female","45","Los Angeles","Business Analyst","Tue Jul 04 21:03:16 IST 2023","30580.063714102926"
"100000151","Emma","Johnson","Male","57","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","38387.256546376135"
"100000152","Sophia","Wilson","Female","37","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","26800.67611380389"
"100000153","Sophia","Brown","Male","61","Chicago","Business Analyst","Tue Jul 04 21:03:16 IST 2023","12192.766976045252"
"100000154","Olivia","Brown","Male","18","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","31150.85098522936"
"100000155","Olivia","Miller","Male","53","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","77656.86279553101"
"100000156","Emma","Smith","Male","23","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","27250.912826032432"
"100000157","Emma","Smith","Male","36","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","42166.57832618157"
"100000158","Michael","Johnson","Male","27","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","24889.667314575287"
"100000159","William","Davis","Female","53","Houston","UX Designer","Tue Jul 04 21:03:16 IST 2023","11149.821436391408"
"100000160","Sophia","Wilson","Male","45","New York","Data Analyst","Tue Jul 04 21:03:16 IST 2023","87005.6927082637"
"100000161","John","Smith","Female","67","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","61429.554543030645"
"100000162","Sophia","Miller","Female","33","Miami","UX Designer","Tue Jul 04 21:03:16 IST 2023","82636.07314322703"
"100000163","John","Miller","Male","61","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","89332.54476755725"
"100000164","Emma","Wilson","Female","43","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","20094.349456032534"
"100000165","William","Brown","Male","56","Seattle","Data Analyst","Tue Jul 04 21:03:16 IST 2023","7189.408156987206"
"100000166","Emma","Miller","Male","33","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","57389.3499253757"
"100000167","John","Davis","Male","29","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","90612.68357520593"
"100000168","Sophia","Brown","Female","69","Los Angeles","UX Designer","Tue Jul 04 21:03:16 IST 2023","4646.664015107945"
"100000169","Emma","Wilson","Female","24","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","16689.625032029555"
"100000170","John","Brown","Female","65","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","39044.44438237507"
"100000171","John","Miller","Female","37","Houston","Business Analyst","Tue Jul 04 21:03:16 IST 2023","8976.441417032062"
"100000172","Olivia","Wilson","Female","56","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","21525.28326725639"
"100000173","John","Brown","Female","28","Houston","Business Analyst","Tue Jul 04 21:03:16 IST 2023","5930.739527827406"
"100000174","Emma","Johnson","Female","57","Houston","Business Analyst","Tue Jul 04 21:03:16 IST 2023","76295.85959178953"
"100000175","Emma","Brown","Male","53","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","21168.82191103738"
"100000176","Michael","Wilson","Female","48","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","69876.09624630373"
"100000177","Olivia","Brown","Female","58","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","37684.60794496155"
"100000178","Emma","Johnson","Male","28","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","7209.526103769161"
"100000179","William","Wilson","Female","51","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","79916.88500274085"
"100000180","John","Johnson","Male","31","Houston","Project Manager","Tue Jul 04 21:03:16 IST 2023","21096.59960161757"
"100000181","Sophia","Brown","Female","64","Los Angeles","Business Analyst","Tue Jul 04 21:03:16 IST 2023","43301.601329255274"
"100000182","William","Wilson","Female","42","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","41962.64054542432"
"100000183","Sophia","Johnson","Male","20","Chicago","Project Manager","Tue Jul 04 21:03:16 IST 2023","73695.93328680912"
"100000184","William","Miller","Female","39","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","51722.20288930878"
"100000185","Emma","Johnson","Female","69","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","36810.8157370122"
"100000186","Olivia","Miller","Male","48","Houston","Business Analyst","Tue Jul 04 21:03:16 IST 2023","68251.4768764524"
"100000187","Sophia","Wilson","Male","67","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","8538.699931032384"
"100000188","Michael","Miller","Female","70","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","21730.54228864784"
"100000189","Olivia","Johnson","Female","24","Seattle","Project Manager","Tue Jul 04 21:03:16 IST 2023","78813.21808673028"
"100000190","Michael","Davis","Male","63","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","5867.1459549697765"
"100000191","Emma","Miller","Male","63","Houston","Data Analyst","Tue Jul 04 21:03:16 IST 2023","63387.48878294499"
"100000192","Sophia","Smith","Female","38","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","25763.71939405089"
"100000193","Sophia","Wilson","Male","64","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","39667.78291785311"
"100000194","Michael","Davis","Male","19","New York","Data Analyst","Tue Jul 04 21:03:16 IST 2023","71939.3616845398"
"100000195","Olivia","Miller","Male","34","Chicago","Data Analyst","Tue Jul 04 21:03:16 IST 2023","73489.27624798757"
"100000196","Emma","Wilson","Female","47","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","87768.53515534583"
"100000197","Olivia","Brown","Male","70","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","3470.576537716934"
"100000198","Olivia","Miller","Male","62","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","16348.134818396778"
"100000199","Olivia","Brown","Male","45","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","75333.79780504286"
"100000200","Michael","Smith","Female","47","Miami","Data Analyst","Tue Jul 04 21:03:16 IST 2023","38554.69757570179"
"100000201","Olivia","Wilson","Male","69","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","75326.83207553501"
"100000202","John","Davis","Male","22","Houston","Project Manager","Tue Jul 04 21:03:16 IST 2023","49803.46154314625"
"100000203","Emma","Johnson","Male","59","Chicago","Business Analyst","Tue Jul 04 21:03:16 IST 2023","81634.59924394324"
"100000204","John","Miller","Female","48","Chicago","Business Analyst","Tue Jul 04 21:03:16 IST 2023","21770.971450100347"
"100000205","Sophia","Johnson","Male","67","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","37415.96897414786"
"100000206","Sophia","Davis","Female","54","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","49092.97660003507"
"100000207","Olivia","Smith","Female","19","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","26853.050412127366"
"100000208","Michael","Wilson","Male","52","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","93799.32398969414"
"100000209","Sophia","Smith","Female","59","New York","UX Designer","Tue Jul 04 21:03:16 IST 2023","91349.61371531532"
"100000210","Michael","Davis","Male","70","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","58997.5687309689"
"100000211","John","Brown","Male","70","Chicago","UX Designer","Tue Jul 04 21:03:16 IST 2023","31765.32958412833"
"100000212","Emma","Miller","Female","65","Seattle","UX Designer","Tue Jul 04 21:03:16 IST 2023","56067.024288427034"
"100000213","Michael","Davis","Male","42","Los Angeles","Software Engineer","Tue Jul 04 21:03:16 IST 2023","63322.55318105517"
"100000214","Emma","Smith","Male","58","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","61374.96656295926"
"100000215","Sophia","Brown","Male","65","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","46572.38066671584"
"100000216","Emma","Brown","Female","38","Miami","UX Designer","Tue Jul 04 21:03:16 IST 2023","64276.71507210265"
"100000217","Sophia","Wilson","Male","49","Los Angeles","Project Manager","Tue Jul 04 21:03:16 IST 2023","91556.68187244843"
"100000218","Michael","Smith","Male","25","New York","Data Analyst","Tue Jul 04 21:03:16 IST 2023","50911.30009425257"
"100000219","William","Johnson","Female","38","New York","Data Analyst","Tue Jul 04 21:03:16 IST 2023","11052.838076439877"
"100000220","John","Brown","Male","52","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","84054.45304186357"
"100000221","Michael","Johnson","Female","38","Los Angeles","UX Designer","Tue Jul 04 21:03:16 IST 2023","73537.9053679308"
"100000222","Olivia","Brown","Female","35","Houston","Project Manager","Tue Jul 04 21:03:16 IST 2023","71040.61934195424"
"100000223","William","Johnson","Male","58","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","86258.91560153852"
"100000224","Emma","Wilson","Male","68","Chicago","Business Analyst","Tue Jul 04 21:03:16 IST 2023","24515.721500119096"
"100000225","William","Miller","Female","19","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","1546.0273125459887"
"100000226","Michael","Wilson","Female","62","Miami","Data Analyst","Tue Jul 04 21:03:16 IST 2023","61532.39449219445"
"100000227","William","Davis","Male","29","New York","Software Engineer","Tue Jul 04 21:03:16 IST 2023","17255.273262752155"
"100000228","Sophia","Miller","Female","27","Seattle","Data Analyst","Tue Jul 04 21:03:16 IST 2023","5249.404194809046"
"100000229","Michael","Johnson","Male","44","Chicago","Software Engineer","Tue Jul 04 21:03:16 IST 2023","47977.58084496539"
"100000230","John","Smith","Male","63","New York","Business Analyst","Tue Jul 04 21:03:16 IST 2023","62246.97468700406"
"100000231","William","Brown","Male","27","Miami","Software Engineer","Tue Jul 04 21:03:16 IST 2023","52400.83783199699"
"100000232","William","Johnson","Male","52","Seattle","Software Engineer","Tue Jul 04 21:03:16 IST 2023","14219.738822190617"
"100000233","Michael","Smith","Male","23","Houston","UX Designer","Tue Jul 04 21:03:16 IST 2023","53961.65093154472"
"100000234","Emma","Smith","Female","38","New York","Project Manager","Tue Jul 04 21:03:16 IST 2023","30559.022412872262"
